Unnamed: 0,Species,Country.of.Origin,Farm.Name,Company,Region,Producer,Grading.Date,Owner.1,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color
729,Arabica,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,"May 23rd, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,82.33,0.1,Green
730,Arabica,Brazil,sitío santa luzia,nucoffee,grama valley,José Malagutti,"April 11th, 2012",NUCOFFEE,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,82.33,0.12,Green
731,Arabica,Mexico,cafetal santa maria,eczcafe fino s.a. de c.v.,santa catarina juquila,MARIA LUISA DELCARMEN ROJAS NARVAEZ,"March 5th, 2012",MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,82.33,0.11,Green
732,Arabica,Brazil,café citrus,nucoffee,south of minas,José Alberto dos Santos,"February 17th, 2012",NUCOFFEE,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,82.33,0.11,Green
733,Arabica,Colombia,,carcafe ltda,huila,JAIME PULIDO / ERMILSON RAMOS,"January 31st, 2012",CARCAFE LTDA CI,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,82.33,0.0,Green
734,Arabica,Brazil,fazendas klem ltda,klem organics coffee,brazil matas de minas,NAGIPE VIANA KLEM,"November 15th, 2017",KlemOrganics,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,82.25,0.09,Green
735,Arabica,Taiwan,眉泉莊園        ,宸嶧國際,,林玲美0918232039        ,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,82.25,0.1,Blue-Green
736,Arabica,Guatemala,linda vista,mercon guatemala s.a.,nuevo oriente,PABLO CHUY,"August 31st, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,82.25,0.11,Green
737,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 8th, 2015",Ipanema Coffees,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,82.25,0.0,Green
738,Arabica,El Salvador,zapato de mico,consejo salvadoreño del café,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.","July 8th, 2015",Consejo Salvadoreño del Café,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,82.25,0.12,Green
739,Arabica,Honduras,bethel,cadexsa,marcala,Omar Acosta,"April 15th, 2015",CADEXSA,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,82.25,0.11,Green
740,Arabica,Malawi,kachere,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,"November 4th, 2014",AFCA,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,82.25,0.13,Blue-Green
741,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 16th, 2014",Ipanema Coffees,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,82.25,0.11,Green
742,Arabica,Taiwan,guo xing ka fei wang 國姓咖啡王咖啡莊園,blossom valley宸嶧國際,nantou,Lin yu tang 林玉堂,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,82.25,0.11,Green
743,Arabica,Mexico,finca huehuetecpan,,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,"July 19th, 2013",JESUS CARLOS CARDENAS VALDIVIA,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,82.25,0.12,Blue-Green
744,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"May 3rd, 2013",Kona Pacific Farmers Cooperative,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,82.25,0.0,Bluish-Green
745,Arabica,Mexico,omicuatla,,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,82.25,0.16,None
746,Arabica,Guatemala,finca medina,"siembras vision, s.a. / ing. jorge bolaños",antigua,"SIEMBRAS VISION, S.A.","September 19th, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,82.25,0.11,Green
747,Arabica,Mexico,los barreales 1112lbgr7230412,finca los barreales,veracruz,MANUEL HERRERA JUAREZ,"August 31st, 2012",MANUEL HERRERA JUAREZ,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,82.25,0.13,Green
748,Arabica,Mexico,jamaica,,juquila,GUILLERMO ROJAS SALDAÑA,"August 30th, 2012",GUILLERMO ROJAS SALDANA,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,82.25,0.12,Green
749,Arabica,El Salvador,,atlantic specialty coffee,,,"August 21st, 2012",Adam Kline,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,82.25,0.0,Green
750,Arabica,Mexico,chilcuatla,,veracruz,SERGIO DE LA VEQUIA BERNARDI,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,82.25,0.11,Green
751,Arabica,Mexico,comunidad de canoas,organizaciones de productores de cafe colimense sa de cv,canoas,COOP,"April 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,82.25,0.1,Green
752,Arabica,Colombia,,exportadora de cafe condor s.a,huila,,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,82.25,0.12,Green
753,Arabica,Colombia,,c.i.racafe & cia s.c.a,huila,La Plata,"February 9th, 2012",Racafe & Cia S.C.A,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,82.25,0.11,Green
754,Arabica,Brazil,caxambu,nucoffee,,Carmem Lucia Chaves de Brito,"January 23rd, 2012",NUCOFFEE,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,82.25,0.12,Green
755,Arabica,Colombia,,,cauca,,"March 1st, 2011",Racafe & Cia S.C.A,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,82.25,0.22,
756,Arabica,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola,"August 16th, 2016",Ipanema Coffees,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,82.17,0.11,Green
757,Arabica,Honduras,las cuchillas,cigrah s.a de c.v,comayagua,Nahun Maldonado,"June 9th, 2016",Bismarck Castro,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,82.17,0.11,Bluish-Green
758,Arabica,Nicaragua,el brigadum - la coronela,"beneficiadora norteña de cafe, s. a. (bencafe)",jinotega,MARCIO ALBERTO RIVERA CASTELLON,"March 15th, 2016","BENCAFE, S. A.",,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,82.17,0.1,Green
759,Arabica,"Tanzania, United Republic Of",langiro farm group,tawoca,ruvuma,Langiro farm group,"November 16th, 2015",Langiro Farm group,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,82.17,0.13,Green
760,Arabica,"Tanzania, United Republic Of",,ibero tanzania,northern,,"October 20th, 2015",IBERO COFFEE TRADING CO (T) LTD,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,82.17,0.12,Green
761,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 8th, 2015",Ipanema Coffees,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,82.17,0.0,Green
762,Arabica,Thailand,,doi tung development project,thailand,Doi Tung Development Project,"June 9th, 2015",Doi Tung Development Project,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,82.17,0.12,Bluish-Green
763,Arabica,Honduras,bethel,cadexsa,marcala,Omar Acosta,"April 15th, 2015",CADEXSA,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,82.17,0.11,Green
764,Arabica,Guatemala,blue lake,essence coffee,atitlan,,"March 21st, 2015",EssenceCoffee,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,82.17,0.09,Blue-Green
765,Arabica,Brazil,,bourbon specialty coffees,cerrado,,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,82.17,0.12,Green
766,Arabica,"Tanzania, United Republic Of",ilomba 2,tembo coffee company ltd,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,"December 15th, 2014",Tembo Coffee Company Ltd,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,82.17,0.12,Green
767,Arabica,Mexico,el pino,"café andrade, s.a. de c.v.",veracruz,JOSÉ LUIS ANDRADE SANDARA,"July 15th, 2014",J.ANDRADE,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,82.17,0.12,Green
768,Arabica,Mexico,,lusso coffee lab,"la concordia, chiapas",Union Ramal Santa Cruz,"April 10th, 2014",LUSSO LAB,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,82.17,0.1,None
769,Arabica,Taiwan,song yue coffee 嵩岳咖啡,blossom valley宸嶧國際,yunlin 雲林縣石壁,Guo Zhang Sheng 郭章盛,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,82.17,0.11,Green
770,Arabica,Taiwan,kan tou mountain coffee 崁頭山咖啡館,"red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區",Jufeng-Tseng 曾如楓,"May 29th, 2013","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,82.17,0.0,Green
771,Arabica,Colombia,,exportadora de cafe condor s.a,huila,,"March 20th, 2013",Exportadora de Cafe Condor S.A,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,82.17,0.0,Bluish-Green
772,Arabica,Mexico,el nanchi,,san bartolo tutotepec,AVILA MARTINEZ ADOLFO,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,82.17,0.15,None
773,Arabica,Guatemala,,the coffee source inc.,oriente,Several producers,"August 2nd, 2012",The Coffee Source Inc.,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,82.17,0.12,None
774,Arabica,Mexico,las truchas,,altotonga,SALVADOR CARO CARRION,"July 11th, 2012",SALVADOR CARO CARRION,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,82.17,0.12,Green
775,Arabica,Mexico,"la calera, barranca de la leona, el nogal",organizaciones de productores de cafe colimense sa de cv,colima,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA","July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,82.17,0.1,Green
776,Arabica,Colombia,,,huila,,"February 9th, 2011",Exportadora de Cafe Condor S.A,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,82.17,0.08,
777,Arabica,Indonesia,various,pt. shriya artha nusantara,aceh gayo,Various Farms,"August 3rd, 2017",SanJava Coffee,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,82.08,0.15,
778,Arabica,Colombia,,skn caribecafe ltda,huila,,"February 20th, 2017",Raúl Vargas,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,82.08,0.0,Green
779,Arabica,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola,"August 16th, 2016",Ipanema Coffees,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,82.08,0.11,Green
780,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 8th, 2015",Ipanema Coffees,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,82.08,0.0,Green
781,Arabica,Costa Rica,el patalillo,"cafetalera internacional cafinter, s.a.",tres rios,JOSE FRANCISCO GONZALEZ,"April 10th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,82.08,0.0,Blue-Green
782,Arabica,"Tanzania, United Republic Of",ampcg,volcafe/taylorwinch tanzania ltd,kilimanjaro,AMPCG,"March 25th, 2015",Balam Hinyula,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,82.08,0.12,Green
783,Arabica,"Tanzania, United Republic Of",ngorogoro convenant estate,ngorogoro convenant estate,ngorogoro,Ngorogoro Convenant Estate,"January 8th, 2015",Ngorogoro Convenant Estate,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,82.08,0.12,Green
784,Arabica,Colombia,,cafe politico,,,"September 12th, 2014",Cafe Politico,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,82.08,0.11,Green
785,Arabica,Costa Rica,cafetalera aquiares,"ceca,s.a.",turrialba,Cafetalera Aquiares,"March 21st, 2014","CECA, S.A.",Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,82.08,0.11,Green
786,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"November 26th, 2012",Kona Pacific Farmers Cooperative,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,82.08,0.11,Bluish-Green
787,Arabica,Mexico,"cafetal el equimite, rancho agroecológico",,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,"September 10th, 2012","El Equimite, Cafetal Biodinámico",Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,82.08,0.13,Green
788,Arabica,Mexico,,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,"August 30th, 2012",JULIO PEREZ HERNANDEZ,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,82.08,0.13,Green
789,Arabica,Mexico,bola de oro,,coatepec,ROSA AURORA FALCON FERNANDEZ,"July 26th, 2012",ROSA AURORA FALCON FERNANDEZ,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,82.08,0.11,Green
790,Arabica,Vietnam,"apollo co., ltd.",royal base corporation,don duong,"Apollo Co., LTd.","July 23rd, 2012",Royal Base Corporation,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,82.08,0.12,Green
791,Arabica,Mexico,tomatlancillo,,veracruz,RAMIRO DE LA VEQUIA BERNARDI,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,82.08,0.11,Green
792,Arabica,United States (Hawaii),,cqi,kona,,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,82.08,0.1,Green
793,Arabica,Colombia,,,cauca,Carlos Pechene / Jesús Pechene / Flor Chacón,"April 18th, 2011",CARCAFE LTDA CI,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,82.08,0.08,
794,Arabica,Honduras,las moras,cigrah s.a de c.v,el paraíso,Santos Fonseca,"June 1st, 2017",Bismarck Castro,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,82.0,0.12,Green
795,Arabica,Honduras,las moras,cigrah s.a de c.v,guinope el paraíso,Santos Fonseca,"April 6th, 2017",Bismarck Castro,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,82.0,0.1,Green
796,Arabica,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,"August 16th, 2016",Ipanema Coffees,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,82.0,0.11,Green
797,Arabica,"Tanzania, United Republic Of",family farm,tawoca,kilimanjaro,Mr & Mrs Didas Mallya,"November 16th, 2015",Didas,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,82.0,0.13,Green
798,Arabica,Laos,club green,kettles coffee roasters,lao p.d.r.,HanYong Choi,"November 5th, 2015",Minwook Ku,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,82.0,0.12,Blue-Green
799,Arabica,"Tanzania, United Republic Of",finca estate,finca estate,meru,Finca Estate,"December 18th, 2014",Finca Estate,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,82.0,0.12,Green
800,Arabica,Malawi,chikali,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,"October 31st, 2014",AFCA,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,82.0,0.13,Bluish-Green
801,Arabica,Taiwan,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡","red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區",Chen Jin Lin 陳金璘,"July 22nd, 2014","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,82.0,0.09,Green
802,Arabica,Thailand,,doi tung development project,thailand,Doi Tung Development Project,"June 20th, 2014",Doi Tung Development Project,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,82.0,0.11,Green
803,Arabica,Costa Rica,various,coricafe s.a.,central valley,VARIOS,"June 9th, 2014",Eric Thormaehlen,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,82.0,0.1,Green
804,Arabica,Honduras,bsr,beneficio santa rosa s.a.,occidental,BSR,"April 30th, 2014",Beneficio Santa Rosa,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,82.0,0.11,Green
805,Arabica,Colombia,,racafe & cia s.c.a,huila,,"September 13th, 2013",Racafe & Cia S.C.A,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,82.0,0.11,Green
806,Arabica,Taiwan,gao chun fang 高醇坊,"red on tree co., ltd.","dongshan dist., tainan city 臺南市東山區","Lin Huang, A-Mien 黃阿綿","June 3rd, 2013","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,82.0,0.12,Bluish-Green
807,Arabica,Brazil,café do paraíso,café do paraíso,"minas gerais, br",Café do Paraíso,"May 21st, 2013",Owen Carver,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,82.0,0.11,Blue-Green
808,Arabica,Mexico,la ceiba,,coscomatepec,JORGE OCTAVIO ESCAMILLA PRADO,"July 11th, 2012",JORGE OCTAVIO ESCAMILLA PRADO,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,82.0,0.12,Green
809,Arabica,Brazil,campo das flores,nucoffee,south of minas,Vander Bonaccorsi,"June 4th, 2012",NUCOFFEE,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,82.0,0.12,Green
810,Arabica,Brazil,são josé da lagoa,nucoffee,cerrado,José Hiroiti,"April 11th, 2012",NUCOFFEE,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,82.0,0.11,Blue-Green
811,Arabica,Guatemala,el faro,"elfasa, s.a.",san marcos,PAUL STAUDER,"March 26th, 2012",Juan Luis Alvarado Romero,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,82.0,0.11,Green
812,Arabica,Brazil,santa mariana/são vicente,nucoffee,south of minas,Maria da Gloria Junqueira,"February 17th, 2012",NUCOFFEE,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,82.0,0.12,Green
813,Arabica,Guatemala,conquista / morito,coffee resources inc.,oriente,Conquista/Morito,"February 1st, 2012",Felipe Isaza,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,82.0,0.0,Green
814,Arabica,Colombia,,,huila,"Grupo Monserrate, La Plata","July 29th, 2011",Racafe & Cia S.C.A,,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,82.0,0.07,
815,Arabica,Guatemala,la esperanza,"unex guatemala, s.a.",oriente,"AGRICOLA EL PILAR, S.A.","August 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,81.92,0.1,Green
816,Arabica,Guatemala,las delicias,"unex guatemala, s.a.",santa rosa,OTTO BECKER,"June 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,81.92,0.11,Green
817,Arabica,Honduras,los hicaques,cigrah s.a de c.v,comayagua,Reinerio Zepeda,"June 1st, 2017",Bismarck Castro,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,81.92,0.12,Green
818,Arabica,Brazil,santa bárbara,volcafe ltda.,monte carmelo,Múcio Cardoso,"October 26th, 2016",Gabriel Barbara,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,81.92,0.11,Green
819,Arabica,El Salvador,la esperanza,consejo salvadoreño del café,"el balsamo, quezaltepec","Comercial Exportadora, S.A. de C.V.","May 5th, 2015",Consejo Salvadoreño del Café,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,81.92,0.11,Green
820,Arabica,Guatemala,las cebollas y anexos,asociación nacional del café - anacafe -,nuevo oriente,OVIDIO CARDONA,"April 20th, 2015",Juan Luis Alvarado Romero,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,81.92,0.11,Green
821,Arabica,"Tanzania, United Republic Of",mcomafa farm no1155gr,mcomafa co. ltd,mbeya,Mcomafa,"January 6th, 2015",Mcomafa Co Ltd,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,81.92,0.12,Green
822,Arabica,Nicaragua,,volcafe specialty coffee,,,"July 29th, 2014",Chris Finch,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,81.92,0.12,Green
823,Arabica,Zambia,mubuyu munali,lusso coffee lab,mubuyu estate,,"June 20th, 2014",LUSSO LAB,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,81.92,0.0,
824,Arabica,Honduras,,thrive farmers,,,"January 17th, 2014",Rob Tuttle,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,81.92,0.11,Green
825,Arabica,Taiwan,dragon coffee 龍咖啡,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Chen gui jiao 陳桂嬌,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,81.92,0.11,Green
826,Arabica,Mexico,various,"finca triunfo verde, s.c.",chiapas,VARIOS PRODUCTORES,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,81.92,0.12,Green
827,Arabica,Mexico,platanal,,"chapulhuacan, hidalgo","PONCE RUBIO, VENANCIO","September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,81.92,0.13,None
828,Arabica,Mexico,texpanco,,"huazalingo, hidalgo","FRANCISCO SAENZ, FERNANDO","September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,81.92,0.14,None
829,Arabica,Mexico,la laja,,veracruz,JUAN HERMILIO SAMPIERI CARCAMO,"July 11th, 2012",JUAN HERMILIO SAMPIERI CARCAMO,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,81.92,0.12,Green
830,Arabica,Mexico,mata larga,,fortín de las flores,MODESTO LANDEROS FLORES,"July 11th, 2012",MODESTO LANDEROS FLORES,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,81.92,0.12,Green
831,Arabica,Brazil,sitío corrego da olaria/são caetano,nucoffee,grama valley,Fioravante Malagutti,"February 29th, 2012",NUCOFFEE,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,81.92,0.12,Green
832,Arabica,Colombia,,,cundinamarca,Exportadora de Café Cóndor S.A,"February 1st, 2011",Exportadora de Cafe Condor S.A,,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,81.92,0.09,
833,Arabica,Guatemala,la esmeralda,"unex guatemala, s.a.",oriente,JESUS RAMIREZ,"August 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,81.83,0.1,Green
834,Arabica,Costa Rica,estate la patricia,bold coast coffee,tarrazu,Manuel Montero,"February 13th, 2017",Troy Quimby,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,81.83,0.0,Green
835,Arabica,Brazil,helena,volcafe ltda.,monte carmelo,Helena Pingnatti Ricci,"January 20th, 2017",Gabriel Barbara,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,81.83,0.11,Green
836,Arabica,Indonesia,mudar,pt. olam indonesia,bali,MUDAR,"January 19th, 2017",Aulia Arif Syahri,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,81.83,0.11,Green
837,Arabica,Guatemala,chapultepec,"unex guatemala, s.a.",norte,CHAPULTEPEC,"August 2nd, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,81.83,0.1,Green
